ISBN,Popularity_Class
038078503X,tail
0195413814,tail
0195409361,tail
0195405862,tail
019540503X,tail
0195104285,tail
0140172319,tail
0446603147,tail
0061097934,tail
0671729497,tail
0590438999,tail
0590437194,tail
0439084105,tail
0061031011,tail
1562920979,tail
1558581790,tail
0837850711,tail
0837818397,tail
0770422454,tail
0771061528,tail
0771061986,tail
1556611102,tail
1565071298,tail
1556614357,tail
155661358X,tail
1556612273,tail
1556611919,tail
1556611145,tail
1556611137,tail
1556611129,tail
1556611110,tail
1552070182,tail
0786880872,tail
1551091429,tail
155041402X,tail
1550413864,tail
1550412949,tail
1550222201,tail
1550023624,tail
0871239000,tail
0842359591,tail
0842339337,tail
1559723122,tail
1557882177,tail
0375810161,tail
0590415492,tail
0590327879,tail
0590317911,tail
0590300946,tail
0590294024,tail
059025930X,tail
0590255207,tail
0590225170,tail
0590203711,tail
0590118897,tail
0590108441,tail
0590108433,tail
0590108425,tail
0590108409,tail
0590108395,tail
0590085247,tail
0590042963,tail
0590014013,tail
0553575791,tail
0553133004,tail
0528833510,tail
0517626098,tail
0590405454,tail
0590450875,tail
0517223651,tail
0590461265,tail
0671727125,tail
0671723561,tail
0671700340,tail
0671700316,tail
0671682911,tail
0671674927,tail
0671674900,tail
0671642812,tail
067164226X,tail
0671640771,tail
0671640453,tail
0671537660,tail
0671501739,tail
0671015575,tail
0670858765,tail
0670304654,tail
0609802348,tail
0609800698,tail
0590947311,tail
0590852965,tail
0590568892,tail
0517451271,tail
0517037505,tail
1556617046,tail
0439207843,tail
0439182980,tail
0439182972,tail
0425138038,tail
039951709X,tail
0399219919,tail
039914501X,tail
0399139079,tail
039913817X,tail
0394858441,tail
0394858425,tail
0394856244,tail
0394848020,tail
0394837851,tail
0394582489,tail
0394565282,tail
0393057445,tail
0385422776,tail
0385327714,tail
0385074077,tail
0380974827,tail
037581017X,tail
043920772X,tail
0439207851,tail
0517035820,tail
043920786X,tail
0517027488,tail
0453030580,tail
0451822196,tail
0451127897,tail
0451126505,tail
0449211843,tail
0449211185,tail
0449208346,tail
0448433400,tail
0446670405,tail
0440205166,tail
0440195934,tail
0439560403,tail
0439420806,tail
0439420792,tail
0439420784,tail
0439316340,tail
0439306094,tail
0439306086,tail
0439306078,tail
043930606X,tail
0671731262,tail
0671737910,tail
0671779672,tail
0849953537,tail
0848704991,tail
0842304215,tail
0831716762,tail
0824103335,tail
0821744828,tail
0816742790,tail
0812908341,tail
0812574990,tail
0812574737,tail
0812555236,tail
0812555112,tail
0812555104,tail
0812534859,tail
0812534840,tail
0811816753,tail
0810932741,tail
0810908123,tail
0805059962,tail
0801009596,tail
078971406X,tail
0789499142,tail
0849913071,tail
0874348234,tail
0671810162,tail
0875961835,tail
0965471756,tail
096546377X,tail
0965307883,tail
0938753770,tail
0923628649,tail
091620006X,tail
0911910875,tail
0895776820,tail
0895776189,tail
0895776162,tail
0895775646,tail
0895773759,tail
0895772183,tail
0895658194,tail
0895262509,tail
0895261863,tail
0891451528,tail
0890878145,tail
0878579710,tail
0878578129,tail
0877792208,tail
0789484390,tail
0789447096,tail
0789446197,tail
0786832622,tail
0696203243,tail
0696013258,tail
0696011050,tail
0696008254,tail
0694526282,tail
0689805772,tail
0689805527,tail
068815963X,tail
0688112161,tail
0684834456,tail
068481353X,tail
0684810794,tail
0679883886,tail
0679821481,tail
0679808329,tail
0673522407,tail
0673522393,tail
0671898469,tail
0671872885,tail
0671867679,tail
0671867210,tail
069620326X,tail
069620505X,tail
0723241759,tail
0764506749,tail
0786832002,tail
0786831901,tail
0786830190,tail
0785301461,tail
0785250034,tail
0785211578,tail
0767910427,tail
0764543393,tail
0764526340,tail
0761502483,tail
0723244049,tail
0761112227,tail
0761110526,tail
0753453290,tail
0753451948,tail
0743525868,tail
0743520041,tail
0743459466,tail
0739406086,tail
0736410023,tail
0380978210,tail
0312281528,tail
0141311398,tail
0345375521,tail
0312957866,tail
0312928203,tail
0201407760,tail
0141301147,tail
0140360999,tail
1573229881,tail
0899062857,tail
0805051783,tail
0804831777,tail
0671898841,tail
0486277852,tail
0449234657,tail
0449209628,tail
0394737164,tail
0380730200,tail
0380009951,tail
0345377060,tail
0312327641,tail
0156716836,tail
0156007479,tail
0142000949,tail
0312958250,tail
037550219X,tail
1592244343,tail
0399514473,tail
0373710747,tail
0373710720,tail
0373710542,tail
0373441673,tail
0373245157,tail
0373245114,tail
0373244908,tail
0898794021,tail
0892966971,tail
0836217063,tail
0805061835,tail
0804107572,tail
0762402377,tail
0684801698,tail
0553116606,tail
055305306X,tail
0449910261,tail
0449219992,tail
0446603066,tail
044098324X,tail
0440001226,tail
0140350543,tail
1562010158,tail
0373710879,tail
0380728028,tail
0374266441,tail
0345324617,tail
0312243340,tail
0226307743,tail
0195208153,tail
0195022459,tail
0156030241,tail
0152010289,tail
0075536501,tail
0062514849,tail
0060727535,tail
006055679X,tail
0060175605,tail
002037500X,tail
0767908155,tail
0740721909,tail
0140074317,tail
068983375X,tail
0425152987,tail
0140082255,tail
1902602323,tail
0375725466,tail
0380973537,tail
1559278676,tail
0393950409,tail
1402705573,tail
0945575203,tail
0895773325,tail
0810924145,tail
0806961511,tail
0802134262,tail
0764118102,tail
0688039693,tail
0684843994,tail
0671847163,tail
0571065716,tail
0553213881,tail
0521310474,tail
0517570106,tail
0451523326,tail
0446670642,tail
0440800544,tail
0395522226,tail
0395389488,tail
039417884X,tail
0394172329,tail
0373710801,tail
0373711018,tail
0743470249,tail
0688167853,tail
0425174484,tail
0399527087,tail
039373031X,tail
0385498330,tail
0201741334,tail
0201727870,tail
0201354632,tail
020135358X,tail
0130878278,tail
0966335201,tail
0590440764,tail
0517702134,tail
0440975964,tail
0440943582,tail
0440130433,tail
0380709287,tail
014027927X,tail
1586480421,tail
1400075254,tail
0767905873,tail
0743482565,tail
0609604333,tail
076153413X,tail
0440242002,tail
0764535757,tail
0060513314,tail
1569470553,tail
0804105138,tail
0743439724,tail
0684866048,tail
0671867865,tail
0553227971,tail
0525945121,tail
0446676926,tail
0446672653,tail
1891506498,tail
188506845X,tail
1861003730,tail
1585742244,tail
1585421634,tail
0966942604,tail
0943641179,tail
0933377290,tail
0873375920,tail
0787948543,tail
0767906047,tail
074346625X,tail
0374175403,tail
0373711069,tail
0380009161,tail
0811835758,tail
0684174685,tail
0679755705,tail
0553262610,tail
0316344095,tail
014011582X,tail
0938817043,tail
0932194869,tail
0805237798,tail
0671704273,tail
0553057936,tail
0517549913,tail
0394564243,tail
0345315227,tail
0373711832,tail
0373711336,tail
0373711298,tail
0373711247,tail
0373711239,tail
0373711085,tail
0373711077,tail
0345440021,tail
0380731797,tail
0345440196,tail
0552999954,tail
0312276974,tail
0061094110,tail
0887308910,tail
0881841005,tail
0842304711,tail
0812694333,tail
080651728X,tail
0672309785,tail
0517662000,tail
0449907058,tail
0395954290,tail
0201634546,tail
0153119020,tail
0060187174,tail
0060172053,tail
0028623002,tail
0743467981,tail
0688163033,tail
0684816032,tail
0679736646,tail
057120547X,tail
1879691086,tail
1852424052,tail
1563521318,tail
087877162X,tail
0809452294,tail
080945212X,tail
0809452049,tail
0679755403,tail
0446522740,tail
0446385522,tail
0425181758,tail
0380715015,tail
0345447980,tail
031214704X,tail
013919035X,tail
0060162945,tail
0060162937,tail
1586420755,tail
0743241754,tail
0684822776,tail
0451628276,tail
0375707212,tail
0374228787,tail
006092411X,tail
0743201965,tail
0835901645,tail
1556224613,tail
0060959606,tail
1566862922,tail
031227193X,tail
0192839640,tail
0136334474,tail
0060920335,tail
0060192364,tail
0879852429,tail
068506106X,tail
0553293915,tail
0451408810,tail
0399137734,tail
0393318451,tail
038530143X,tail
0380974061,tail
0380792478,tail
0345425294,tail
034539531X,tail
0345389220,tail
0312264127,tail
1854592726,tail
1578591155,tail
1567990924,tail
068486522X,tail
1551664380,tail
1559278757,tail
0006171788,tail
0965780406,tail
0811810119,tail
0671748165,tail
0590420461,tail
0451196813,tail
0449912752,tail
0446606251,tail
0439098645,tail
0142301515,tail
1568655819,tail
1563896443,tail
0931580536,tail
0931432022,tail
0812510240,tail
0679743650,tail
0671654179,tail
0609801287,tail
0441795773,tail
0395911524,tail
0312890540,tail
0312890524,tail
1551660253,tail
0330269828,tail
0821770195,tail
0440235146,tail
0743471393,tail
0446609250,tail
0440118700,tail
0373501838,tail
037324472X,tail
0373201818,tail
0373195958,tail
3768809242,tail
3453155831,tail
3423202777,tail
3423092653,tail
1902602250,tail
1853260991,tail
0879518642,tail
0752219308,tail
0679767959,tail
0345427025,tail
0140621393,tail
0747245843,tail
0743410467,tail
0451180518,tail
0375503730,tail
044990945X,tail
0553801198,tail
0679463062,tail
0425174379,tail
0061093335,tail
0060000961,tail
1561706086,tail
0963659804,tail
0917352017,tail
0898154901,tail
0816735107,tail
081391289X,tail
0786012633,tail
0786003146,tail
0767909208,tail
0763615765,tail
0679864350,tail
0679781382,tail
0609600664,tail
0553273825,tail
0553233890,tail
0528838725,tail
0517381931,tail
039484825X,tail
0446516570,tail
0805009124,tail
0679441247,tail
006028644X,tail
1559212438,tail
1555837336,tail
092970133X,tail
0912333626,tail
0863273009,tail
0802140122,tail
0802131379,tail
078711118X,tail
068483670X,tail
0679755756,tail
0553057758,tail
0525940456,tail
044017581X,tail
0440130034,tail
0399143661,tail
0393309657,tail
0385494505,tail
0345311973,tail
0312114869,tail
0205143466,tail
0155023616,tail
0394800389,tail
0394800168,tail
0375702733,tail
0307232026,tail
0743247752,tail
0743202961,tail
0670428272,tail
0670030406,tail
0553107380,tail
051513113X,tail
0446364800,tail
0425113884,tail
0385050828,tail
0375701044,tail
0316323187,tail
1883642825,tail
1573241628,tail
1573221473,tail
1556115059,tail
0895297272,tail
0875849059,tail
0805051813,tail
0688159753,tail
0684868180,tail
0679776591,tail
0765303337,tail
0805056203,tail
0805062882,tail
3499609568,tail
0140235086,tail
0965177009,tail
0553273272,tail
0446813591,tail
0445085142,tail
0345325265,tail
0312283423,tail
3784112935,tail
3548600026,tail
3471772413,tail
1570422877,tail
345317772X,tail
3453124294,tail
3442541387,tail
3434545018,tail
3426821036,tail
3423203706,tail
3404920546,tail
1587880636,tail
1586210564,tail
0312953615,tail
0316746711,tail
0380001225,tail
0026888130,tail
1853260053,tail
1566193028,tail
1557483450,tail
0802139868,tail
059043277X,tail
0553256203,tail
0451526805,tail
0440227151,tail
0316037370,tail
0141304278,tail
0960432035,tail
0812532473,tail
0671023578,tail
0553582003,tail
0553577611,tail
055356241X,tail
0515125156,tail
0553441175,tail
0373763395,tail
0373707134,tail
0373440367,tail
1887649042,tail
0030850746,tail
037325430X,tail
0060099526,tail
0345379756,tail
0316966207,tail
0316914851,tail
0312267843,tail
0307204006,tail
0307114414,tail
0195065107,tail
015644450X,tail
0156443503,tail
0151191549,tail
0140042644,tail
0070219079,tail
006446055X,tail
0064451291,tail
0064451240,tail
0062731769,tail
0062516078,tail
0060976454,tail
0060391839,tail
0060254920,tail
0060201851,tail
0373258844,tail
0373193203,tail
0312695276,tail
0765302683,tail
0743260244,tail
0684827573,tail
0679448810,tail
0669064432,tail
0595198546,tail
0553382195,tail
0471127957,tail
0399512985,tail
0395905591,tail
0395537592,tail
0395489334,tail
0395489318,tail
039548930X,tail
0395248302,tail
0395071224,tail
0385420935,tail
0385265204,tail
0380977273,tail
0380015811,tail
0375757147,tail
037541536X,tail
074340727X,tail
0826310117,tail
0373099029,tail
0871136090,tail
0373054831,tail
0373054556,tail
1551666251,tail
0679434550,tail
0609607898,tail
0446607177,tail
042516019X,tail
0345433297,tail
0312272553,tail
1929001037,tail
1929001002,tail
1881475700,tail
1878685422,tail
1858285321,tail
1585742198,tail
1568580304,tail
1562828746,tail
1555660916,tail
089804801X,tail
0893815381,tail
0893812838,tail
0345383958,tail
0375415351,tail
0375506306,tail
1557739749,tail
0935906037,tail
0897210026,tail
0887308791,tail
0870679880,tail
0867209437,tail
081674033X,tail
0810981890,tail
0805017860,tail
0793821010,tail
0785316078,tail
0764152688,tail
0718146298,tail
068825294X,tail
0688165133,tail
0688163149,tail
0688156983,tail
0688149952,tail
0688149944,tail
0688149898,tail
068814487X,tail
0688120369,tail
1400060222,tail
1558611479,tail
0375507477,tail
1564581764,tail
1885222645,tail
1885222629,tail
1885222610,tail
1885222602,tail
1885222599,tail
1885222580,tail
1885222572,tail
1885222564,tail
1879958236,tail
1858545129,tail
1586210629,tail
1580173128,tail
1572153237,tail
1570828768,tail
1570828016,tail
1570827974,tail
1570827273,tail
1570820457,tail
1568656092,tail
1568580037,tail
1565121651,tail
0688079474,tail
068486861X,tail
0684818426,tail
0684810018,tail
0525946365,tail
0525945644,tail
0525945318,tail
0516098020,tail
0452272467,tail
0451204700,tail
0440428130,tail
0435900013,tail
0399142983,tail
039913929X,tail
0394923952,tail
0394800915,tail
0394800303,tail
0394800028,tail
0394423291,tail
0393971414,tail
0393040011,tail
0385486871,tail
0385486588,tail
0385469705,tail
0375757430,tail
052594706X,tail
0525947965,tail
0528820745,tail
0671687891,tail
0679767088,tail
0679741283,tail
0679728589,tail
0679426310,tail
0671872001,tail
0671796291,tail
0671791583,tail
0671740504,tail
0671737953,tail
0671040839,tail
0553354086,tail
0671035304,tail
0671028448,tail
0671025783,tail
0609600508,tail
0590956175,tail
0590738763,tail
0590473700,tail
0590463608,tail
055337320X,tail
0375414940,tail
0312291450,tail
0380718839,tail
0374103054,tail
0300089503,tail
0156007193,tail
0156006847,tail
0142003697,tail
0142001821,tail
0140170944,tail
0061099694,tail
0060908890,tail
0060525355,tail
0020442807,tail
0786881887,tail
076534002X,tail
0765340011,tail
0451523172,tail
0440322278,tail
0440228166,tail
0385730713,tail
0385327943,tail
0385327935,tail
038532720X,tail
0312970889,tail
0316769029,tail
0375414908,tail
067142453X,tail
0375504834,tail
0446676101,tail
0380709953,tail
0380014033,tail
1590770021,tail
0887409857,tail
0805071814,tail
0800612469,tail
0789483947,tail
0789442450,tail
0786884142,tail
0764561472,tail
0764301500,tail
0694016756,tail
0684872730,tail
0670136662,tail
0618260293,tail
0590481371,tail
0425170500,tail
0395282659,tail
0385323905,tail
0385319851,tail
0821772988,tail
0553241729,tail
0312145519,tail
037370402X,tail
0373259352,tail
0373168918,tail
0373164513,tail
0373163843,tail
0373153376,tail
0373097778,tail
0373089309,tail
